restId,name_candidate,candidate_status,vote_count,selection_source,selected_rule
60186,大润发,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
60207,优衣库,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
60212,商业城,商家名称候选,7,票数不少于3,已接受候选中票数唯一最高
60220,沃尔玛,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
60305,美罗城,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
60401,城乡仓储大超市,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
60578,卓展,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
60606,国美,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
60705,上海最后居,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
60747,武广,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
60957,动物园,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
60958,欧尚,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
61063,银树酒家,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
61385,钻石小鸟,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
61459,优衣库,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
61609,中关村,商家名称候选,3,票数不少于3,最高票并列，按排序第一项选择
61818,家乐福,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
61846,三福,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
61978,所以饭店,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
62089,家乐福,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
62105,水上餐厅,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
62670,香港,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
62912,锦江饭店,商家名称候选,6,票数不少于3,已接受候选中票数唯一最高
62913,和平饭店,商家名称候选,17,票数不少于3,已接受候选中票数唯一最高
62975,汉拿山,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
62992,五爱,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
63109,百脑汇,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
63289,越南咖啡,商家名称候选,7,票数不少于3,已接受候选中票数唯一最高
63320,儿童医院,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
63346,地点在乐购超市,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
63349,三江,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
63391,药店,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
63854,城市超市,商家名称候选,6,票数不少于3,已接受候选中票数唯一最高
63855,屈臣氏,商家名称候选,8,票数不少于3,已接受候选中票数唯一最高
64315,苏宁,平台/线上商家候选,13,票数不少于3,已接受候选中票数唯一最高
64896,建国饭店,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
65073,满记甜品,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
65186,华府,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
65316,久光,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
65317,屈臣氏,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
65505,共康,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
65615,家乐福,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
65763,宜家,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
65902,钱柜茶餐厅,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
65912,满记甜品,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
66007,世纪联华超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
66638,恒孚,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
66932,新华书店,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
67109,百盛,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
67298,国美,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
67437,日上,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
67558,新世界超市,商家名称候选,8,票数不少于3,已接受候选中票数唯一最高
67903,家乐福,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
68030,春之花,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
68097,自助餐厅,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
68185,当当,平台/线上商家候选,28,票数不少于3,已接受候选中票数唯一最高
68491,喝喝咖啡,商家名称候选,2,大语言模型：具体店名,最高票并列，按排序第一项选择
68695,大悦城,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
68906,大红门,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
69575,屈臣氏,商家名称候选,3,票数不少于3,最高票并列，按排序第一项选择
70223,沃尔玛,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
70263,物美超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
70292,屈臣氏,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
70368,东明,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
70467,哈哈家,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
70913,五道口,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
71018,宝大祥,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
71384,滋味烘焙,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
72039,友人,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
72838,电玩巴士,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
73157,非常手机,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
73514,国美,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
73753,休息室,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
73813,淘宝,平台/线上商家候选,25,票数不少于3,已接受候选中票数唯一最高
74047,合亚,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
74134,城市生活超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
74713,1819火锅,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
74869,5楼,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
74870,龙之梦,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
74953,龙之梦,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
75797,85度C,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
76319,物美,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
77081,万宁超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
77260,欧尚超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
77476,石头火锅,商家名称候选,2,大语言模型：具体店名,最高票并列，按排序第一项选择
77690,永辉超市,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
78367,联华超市,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
78387,红星美凯龙,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
78739,恒隆,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
79056,城市超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
80658,香港广场,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
81028,上岛咖啡,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
81103,欧尚超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
81490,阿萨姆奶茶,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
81770,易买得超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
81798,青年餐厅,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
81860,上海,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
82084,欧尚超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
82334,大悦城,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
82477,京东,平台/线上商家候选,2,大语言模型：平台/线上商家名,已接受候选中票数唯一最高
82481,新安,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
83126,第一羊火锅,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
83661,印度奶茶,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
83672,万得城,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
83697,宜家,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
84559,汉通,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
84679,港汇,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
85070,贵州大厦,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
85328,金源时代,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
85898,姜汁奶茶,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
86615,珍珠奶茶,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
90710,私家碳烤肉,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91421,吉之岛,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91600,乐购,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
91604,好又多,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91611,大型超市,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91654,物美超市,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91693,海雅,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91722,千盛,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91723,苏宁,平台/线上商家候选,8,票数不少于3,已接受候选中票数唯一最高
91735,人民商场,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
91736,石路国际,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91745,家乐福,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91747,沃尔玛超市,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91762,其他超市,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91763,家乐福,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91765,湖边烧烤,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91775,华普超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91776,普通超市,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91779,美廉美,商家名称候选,2,大语言模型：具体店名,最高票并列，按排序第一项选择
91786,家乐福,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91787,家乐福,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91788,动批,商家名称候选,2,大语言模型：具体店名,最高票并列，按排序第一项选择
91797,大中,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
91799,大中,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91800,国美,商家名称候选,6,票数不少于3,已接受候选中票数唯一最高
91804,东鼎,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91814,一杯咖啡,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91816,百荣,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
91819,天意,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91823,菜百,商家名称候选,16,票数不少于3,已接受候选中票数唯一最高
91826,华堂,商家名称候选,2,大语言模型：具体店名,最高票并列，按排序第一项选择
91828,美廉美超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91874,21世纪饭店,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91896,家乐福,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
91994,乐购,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
91995,老凤祥,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
91996,老凤祥,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
92002,免税店,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92007,乐购,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92008,家得利超市,商家名称候选,9,票数不少于3,已接受候选中票数唯一最高
92012,麦德龙,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
92016,易买得,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92017,易买得,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92018,卜蜂莲花,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92019,宜家,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
92020,金海马,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92022,久光,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92027,苏宁,平台/线上商家候选,9,票数不少于3,已接受候选中票数唯一最高
92032,新旺茶餐厅,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92034,好又多,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92036,真丝大王,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92039,都会,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92040,大润发,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
92041,城市超市,商家名称候选,6,票数不少于3,已接受候选中票数唯一最高
92045,香港,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
92072,好饰家,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92150,家乐福,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92276,上海,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92330,超市发,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92364,六百,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
92471,巴厘岛餐厅,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92488,四海一家,商家名称候选,2,大语言模型：具体店名,最高票并列，按排序第一项选择
92565,大润发,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92652,莫劳洪玺西餐厅,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92669,百佳超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92706,武商量贩,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92721,佳顺,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
92802,华联吉,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
92830,宜家,商家名称候选,8,票数不少于3,已接受候选中票数唯一最高
92932,开心人,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
93185,久光,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
93216,娜雅咖啡,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
93328,新蛋,商家名称候选,10,票数不少于3,已接受候选中票数唯一最高
93803,延安饭店,商家名称候选,9,票数不少于3,已接受候选中票数唯一最高
93862,巴克公社,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
94150,岛上,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
94289,时代超市,商家名称候选,3,票数不少于3,最高票并列，按排序第一项选择
94350,白马,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
94351,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名,已接受候选中票数唯一最高
94362,沃尔玛超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
94394,很多酒吧,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
94492,大润发,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
94521,上品,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
94547,龙之梦,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
94653,上海,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
95187,汇宝,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
95279,还有甜品,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
95289,苏宁,平台/线上商家候选,3,票数不少于3,已接受候选中票数唯一最高
95313,曹庄子,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
95416,傣妹火锅,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
95518,城隍庙,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
95568,大润发,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
95634,满记甜品,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
95675,屈臣氏,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
95872,丝芙兰,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
95905,旋转餐厅,商家名称候选,6,票数不少于3,已接受候选中票数唯一最高
96067,长城饭店,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
96156,屈臣氏,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
96290,淘宝,平台/线上商家候选,4,票数不少于3,已接受候选中票数唯一最高
96758,易迅网,平台/线上商家候选,14,票数不少于3,已接受候选中票数唯一最高
97057,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名,已接受候选中票数唯一最高
97156,迪信通,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
97198,傣妹,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
97208,淘宝,平台/线上商家候选,6,票数不少于3,已接受候选中票数唯一最高
97553,玛莎西餐厅,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
97591,喝喝咖啡,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
97813,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名,已接受候选中票数唯一最高
98023,美廉美超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
98102,屈臣氏,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
98164,沃尔玛超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
98173,苏宁,平台/线上商家候选,5,票数不少于3,已接受候选中票数唯一最高
98220,新东新,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
98335,易买得超市,商家名称候选,2,大语言模型：具体店名,最高票并列，按排序第一项选择
98460,十九涌,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
98465,专柜,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
98671,迪信通,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
98805,大脚丫,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
98884,山上,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
98987,家乐福,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
100215,周大福,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
100677,淘宝,平台/线上商家候选,6,票数不少于3,已接受候选中票数唯一最高
100806,淘宝,平台/线上商家候选,6,票数不少于3,已接受候选中票数唯一最高
100985,巴西烤肉,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
101002,延安饭店,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
101092,宜家,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
101104,宝岛,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
101108,翠贝卡,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
101135,十九涌,商家名称候选,3,票数不少于3,最高票并列，按排序第一项选择
101717,四季坊,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
101862,星光,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
102374,家乐福超市,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
102532,欧尚超市,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
102536,华冠,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
102692,卓越网,平台/线上商家候选,21,票数不少于3,已接受候选中票数唯一最高
103405,优衣库,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
103452,苏州,商家名称候选,6,票数不少于3,已接受候选中票数唯一最高
103606,天天,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
103955,联华超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
104023,价格比超市,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
104551,屈臣氏,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
104644,扬子饭店,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
104660,吉之岛,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
104986,小小的咖啡,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
105214,实体店,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
105302,正大,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
105674,万达,商家名称候选,3,票数不少于3,最高票并列，按排序第一项选择
105943,国内,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
106044,兰笋山庄,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
106370,家乐福,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
106722,11便利店,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
106739,光明饭店,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
107233,河北饭店,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
107241,只有奶茶,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
107386,现场,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
107462,欧尚,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
107921,半岛,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
108021,中国黄金,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
108079,家乐福超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
108099,沃尔玛超市,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
108710,北辰,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
108778,华润万家超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
109116,蓝色港湾的酒吧,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
109199,全家,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
109307,11便利店,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
109582,多膳客火锅,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
109957,山姆,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
109964,2楼的谷乐滋,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
110280,都恩客,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
110550,爱婴室,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
110875,全家,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
110976,大货栈,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
111501,嘉茂,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
111588,自助火锅,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
111634,乐购,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
111985,太平洋咖啡,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
112097,龙之梦,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
112366,大悦城,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
112459,广州酒家,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
112665,母婴之家,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
113297,上海,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
114130,油切奶茶,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
115429,永辉超市,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
115766,旋转餐厅,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
115833,国际饭店,商家名称候选,18,票数不少于3,已接受候选中票数唯一最高
115993,浦江饭店,商家名称候选,9,票数不少于3,已接受候选中票数唯一最高
116021,沧浪亭,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
116027,新加坡,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
116244,武汉,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
119185,新旺,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
119457,秦妈火锅,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
121225,一楼太阳阁西餐厅,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
122572,翡冷翠,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
122699,天河城百货,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
122700,屈臣氏,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
122701,百佳,商家名称候选,6,票数不少于3,已接受候选中票数唯一最高
122702,好又多,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
122703,宜家,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
122711,购书中心,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
122736,欧尚超市,商家名称候选,5,票数不少于3,已接受候选中票数唯一最高
122740,银时代,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
122741,银泰,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
122797,天虹,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
122801,家乐福,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
122805,香港,商家名称候选,6,票数不少于3,已接受候选中票数唯一最高
122826,百盛,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
122839,华东装饰城,商家名称候选,2,大语言模型：具体店名,已接受候选中票数唯一最高
122840,新华书店,商家名称候选,6,票数不少于3,已接受候选中票数唯一最高
122841,友通,商家名称候选,3,票数不少于3,已接受候选中票数唯一最高
122866,通灵,商家名称候选,4,票数不少于3,已接受候选中票数唯一最高
